resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
241;701;2;"[[""latex"",""19-3""],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.18;11450;571
242;701;1;"[[""latex"",""19-4""],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.12;7475;604
243;701;1;"[[""latex"",""19-5""],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.13;8400;608
244;701;2;"[[""latex"",""19-6""],[""input"",{""answer"":[""13""],""style"":""separate""}]]";;0.2;13600;602
245;701;2;"[[""latex"",""19-7""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.23;12975;581
246;701;2;"[[""latex"",""19-8""],[""input"",{""answer"":[""11""],""style"":""separate""}]]";;0.14;8600;605
247;701;1;"[[""latex"",""19-9""],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.09;4450;597
248;701;1;"[[""latex"",""19-10""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.11;6000;576
249;701;2;"[[""latex"",""19-11""],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.2;11320;582
250;701;2;"[[""latex"",""19-12""],[""input"",{""answer"":[""7""],""style"":""separate""}]]";;0.2;15495;593
251;701;2;"[[""latex"",""19-13""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.2;12525;573
252;701;2;"[[""latex"",""19-14""],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.17;10600;552
253;701;2;"[[""latex"",""19-15""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.18;9529;609
254;701;2;"[[""latex"",""19-16""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.22;10950;569
255;701;2;"[[""latex"",""19-17""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.18;10750;575
256;701;1;"[[""latex"",""19-18""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.12;4450;633
257;703;1;"[[""latex"",""29+40""],[""input"",{""answer"":[""69""],""style"":""separate""}]]";;0.1;10350;911
259;703;2;"[[""latex"",""88-50""],[""input"",{""answer"":[""38""],""style"":""separate""}]]";;0.21;11550;754
260;703;2;"[[""latex"",""63-15""],[""input"",{""answer"":[""48""],""style"":""separate""}]]";;0.32;21151;699
261;703;1;"[[""latex"",""17+5""],[""input"",{""answer"":[""22""],""style"":""separate""}]]";;0.16;10392;857
262;703;2;"[[""latex"",""78-50""],[""input"",{""answer"":[""28""],""style"":""separate""}]]";;0.15;11100;723
263;703;1;"[[""latex"",""52+5""],[""input"",{""answer"":[""57""],""style"":""separate""}]]";;0.1;8600;862
264;703;1;"[[""latex"",""20+20""],[""input"",{""answer"":[""40""],""style"":""separate""}]]";;0.04;4900;889
265;703;2;"[[""latex"",""42-15""],[""input"",{""answer"":[""27""],""style"":""separate""}]]";;0.32;23025;727
266;703;1;"[[""latex"",""29+5""],[""input"",{""answer"":[""34""],""style"":""separate""}]]";;0.12;10223;837
267;703;1;"[[""latex"",""67-20""],[""input"",{""answer"":[""47""],""style"":""separate""}]]";;0.16;10700;850
268;703;1;"[[""latex"",""87-60""],[""input"",{""answer"":[""27""],""style"":""separate""}]]";;0.17;12300;839
269;703;1;"[[""latex"",""14+40""],[""input"",{""answer"":[""54""],""style"":""separate""}]]";;0.1;8305;813
270;703;1;"[[""latex"",""28+1""],[""input"",{""answer"":[""29""],""style"":""separate""}]]";;0.04;5950;799
271;705;2;"[[""latex"",""149-50""],[""input"",{""answer"":[""99""],""style"":""separate""}]]";;0.16;8600;433
272;703;1;"[[""latex"",""72-60""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.14;8900;824
273;703;1;"[[""latex"",""47+30""],[""input"",{""answer"":[""77""],""style"":""separate""}]]";;0.12;10105;887
274;703;1;"[[""latex"",""18+30""],[""input"",{""answer"":[""48""],""style"":""separate""}]]";;0.07;8703;816
275;703;1;"[[""latex"",""86-60""],[""input"",{""answer"":[""26""],""style"":""separate""}]]";;0.16;11850;826
276;703;1;"[[""latex"",""20+50""],[""input"",{""answer"":[""70""],""style"":""separate""}]]";;0.07;6550;855
277;703;1;"[[""latex"",""18+5""],[""input"",{""answer"":[""23""],""style"":""separate""}]]";;0.13;10150;846
278;703;1;"[[""latex"",""20-2""],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.09;6718;841
279;703;1;"[[""latex"",""13+1""],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.04;5250;877
280;703;1;"[[""latex"",""20+1""],[""input"",{""answer"":[""21""],""style"":""separate""}]]";;0.04;4450;829
281;703;2;"[[""latex"",""28+5""],[""input"",{""answer"":[""33""],""style"":""separate""}]]";;0.15;10600;722
282;703;1;"[[""latex"",""26+20""],[""input"",{""answer"":[""46""],""style"":""separate""}]]";;0.07;7450;882
283;703;1;"[[""latex"",""36+1""],[""input"",{""answer"":[""37""],""style"":""separate""}]]";;0.06;7487;838
284;703;1;"[[""latex"",""44-30""],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.18;9100;859
285;703;1;"[[""latex"",""33-1""],[""input"",{""answer"":[""32""],""style"":""separate""}]]";;0.06;6050;853
286;703;1;"[[""latex"",""56-40""],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.17;8850;850
287;703;1;"[[""latex"",""60-1""],[""input"",{""answer"":[""59""],""style"":""separate""}]]";;0.09;6250;825
288;703;1;"[[""latex"",""80-50""],[""input"",{""answer"":[""30""],""style"":""separate""}]]";;0.08;7100;825
289;703;1;"[[""latex"",""13+15""],[""input"",{""answer"":[""28""],""style"":""separate""}]]";;0.1;9814;840
291;703;1;"[[""latex"",""93+2""],[""input"",{""answer"":[""95""],""style"":""separate""}]]";;0.07;7800;849
292;703;1;"[[""latex"",""76-40""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.15;11371;840
293;703;1;"[[""latex"",""18+40""],[""input"",{""answer"":[""58""],""style"":""separate""}]]";;0.06;8550;837
294;703;1;"[[""latex"",""48+30""],[""input"",{""answer"":[""78""],""style"":""separate""}]]";;0.09;10050;830
295;703;1;"[[""latex"",""30+50""],[""input"",{""answer"":[""80""],""style"":""separate""}]]";;0.07;6600;850
296;703;1;"[[""latex"",""16+20""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.07;8950;811
297;703;1;"[[""latex"",""28+20""],[""input"",{""answer"":[""48""],""style"":""separate""}]]";;0.08;7200;864
298;703;1;"[[""latex"",""42+10""],[""input"",{""answer"":[""52""],""style"":""separate""}]]";;0.07;7750;877
299;703;1;"[[""latex"",""37+40""],[""input"",{""answer"":[""77""],""style"":""separate""}]]";;0.07;10200;836
300;703;1;"[[""latex"",""41+10""],[""input"",{""answer"":[""51""],""style"":""separate""}]]";;0.06;7100;835
301;703;1;"[[""latex"",""86-50""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.14;10900;839
302;703;1;"[[""latex"",""45-10""],[""input"",{""answer"":[""35""],""style"":""separate""}]]";;0.12;8500;818
303;703;1;"[[""latex"",""33-5""],[""input"",{""answer"":[""28""],""style"":""separate""}]]";;0.2;11802;833
304;703;2;"[[""latex"",""79+14""],[""input"",{""answer"":[""93""],""style"":""separate""}]]";;0.23;16650;737
305;703;2;"[[""latex"",""75-28""],[""input"",{""answer"":[""47""],""style"":""separate""}]]";;0.39;25425;731
306;703;2;"[[""latex"",""57-13""],[""input"",{""answer"":[""44""],""style"":""separate""}]]";;0.2;15275;733
307;703;2;"[[""latex"",""47-25""],[""input"",{""answer"":[""22""],""style"":""separate""}]]";;0.16;14050;753
308;703;2;"[[""latex"",""53-27""],[""input"",{""answer"":[""26""],""style"":""separate""}]]";;0.39;27000;727
309;703;2;"[[""latex"",""30-14""],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.32;13461;736
310;703;2;"[[""latex"",""62-40""],[""input"",{""answer"":[""22""],""style"":""separate""}]]";;0.17;9325;732
311;703;2;"[[""latex"",""58-43""],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.2;14950;706
312;703;2;"[[""latex"",""62-33""],[""input"",{""answer"":[""29""],""style"":""separate""}]]";;0.31;15800;701
313;703;2;"[[""latex"",""28+28""],[""input"",{""answer"":[""56""],""style"":""separate""}]]";;0.16;13794;732
314;703;2;"[[""latex"",""46-12""],[""input"",{""answer"":[""34""],""style"":""separate""}]]";;0.15;14325;736
315;703;1;"[[""latex"",""37+21""],[""input"",{""answer"":[""58""],""style"":""separate""}]]";;0.11;10700;838
316;703;1;"[[""latex"",""13+22""],[""input"",{""answer"":[""35""],""style"":""separate""}]]";;0.14;11950;829
317;705;2;"[[""latex"",""96+98""],[""input"",{""answer"":[""194""],""style"":""separate""}]]";;0.28;19650;403
318;703;1;"[[""latex"",""14+22""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.12;11755;818
319;703;2;"[[""latex"",""56-23""],[""input"",{""answer"":[""33""],""style"":""separate""}]]";;0.15;12944;779
320;703;2;"[[""latex"",""19+22""],[""input"",{""answer"":[""41""],""style"":""separate""}]]";;0.18;16012;767
321;703;2;"[[""latex"",""44-31""],[""input"",{""answer"":[""13""],""style"":""separate""}]]";;0.22;13800;712
322;703;2;"[[""latex"",""45+12""],[""input"",{""answer"":[""57""],""style"":""separate""}]]";;0.14;12100;708
323;703;2;"[[""latex"",""34+28""],[""input"",{""answer"":[""62""],""style"":""separate""}]]";;0.18;17600;709
324;703;2;"[[""latex"",""65-41""],[""input"",{""answer"":[""24""],""style"":""separate""}]]";;0.15;14850;729
325;703;2;"[[""latex"",""51-30""],[""input"",{""answer"":[""21""],""style"":""separate""}]]";;0.19;9000;767
326;703;2;"[[""latex"",""72+28""],[""input"",{""answer"":[""100""],""style"":""separate""}]]";;0.15;14875;705
327;703;2;"[[""latex"",""37-25""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.22;14500;739
328;703;2;"[[""latex"",""48+33""],[""input"",{""answer"":[""81""],""style"":""separate""}]]";;0.22;17106;780
329;703;1;"[[""latex"",""21+15""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.1;11050;837
330;703;2;"[[""latex"",""60-11""],[""input"",{""answer"":[""49""],""style"":""separate""}]]";;0.25;12125;701
331;705;3;"[[""latex"",""110-85""],[""input"",{""answer"":[""25""],""style"":""separate""}]]";;0.27;15125;346
332;703;1;"[[""latex"",""29+60""],[""input"",{""answer"":[""89""],""style"":""separate""}]]";;0.11;10050;839
333;703;1;"[[""latex"",""33+45""],[""input"",{""answer"":[""78""],""style"":""separate""}]]";;0.15;12350;821
334;703;2;"[[""latex"",""66+12""],[""input"",{""answer"":[""78""],""style"":""separate""}]]";;0.16;13057;731
335;705;1;"[[""latex"",""95+40""],[""input"",{""answer"":[""135""],""style"":""separate""}]]";;0.16;11950;480
336;703;2;"[[""latex"",""75-30""],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.17;11450;705
337;703;2;"[[""latex"",""62+31""],[""input"",{""answer"":[""93""],""style"":""separate""}]]";;0.12;12625;746
338;703;2;"[[""latex"",""50-29""],[""input"",{""answer"":[""21""],""style"":""separate""}]]";;0.36;14856;748
339;703;1;"[[""latex"",""15+34""],[""input"",{""answer"":[""49""],""style"":""separate""}]]";;0.11;12300;825
340;703;2;"[[""latex"",""82-44""],[""input"",{""answer"":[""38""],""style"":""separate""}]]";;0.31;17300;709
341;703;1;"[[""latex"",""35+23""],[""input"",{""answer"":[""58""],""style"":""separate""}]]";;0.13;11409;843
342;703;1;"[[""latex"",""48-10""],[""input"",{""answer"":[""38""],""style"":""separate""}]]";;0.12;9075;825
343;703;1;"[[""latex"",""57-47""],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.2;10149;843
344;703;1;"[[""latex"",""42-21""],[""input"",{""answer"":[""21""],""style"":""separate""}]]";;0.21;12480;846
345;703;2;"[[""latex"",""41-18""],[""input"",{""answer"":[""23""],""style"":""separate""}]]";;0.39;25850;689
346;703;2;"[[""latex"",""80-46""],[""input"",{""answer"":[""34""],""style"":""separate""}]]";;0.34;13737;742
347;705;3;"[[""latex"",""129-57""],[""input"",{""answer"":[""72""],""style"":""separate""}]]";;0.35;22675;321
349;705;1;"[[""latex"",""91+13""],[""input"",{""answer"":[""104""],""style"":""separate""}]]";;0.14;10973;504
350;703;2;"[[""latex"",""97-80""],[""input"",{""answer"":[""17""],""style"":""separate""}]]";;0.15;9603;729
351;703;2;"[[""latex"",""48-21""],[""input"",{""answer"":[""27""],""style"":""separate""}]]";;0.14;13174;719
352;703;1;"[[""latex"",""23+20""],[""input"",{""answer"":[""43""],""style"":""separate""}]]";;0.09;7650;843
353;703;2;"[[""latex"",""16+58""],[""input"",{""answer"":[""74""],""style"":""separate""}]]";;0.21;21600;695
354;709;1;"[[""latex"",""1\\cdot 1""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.07;2500;3139
355;712;1;"[[""latex"",""1:1""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.07;2877;1150
356;709;1;"[[""latex"",""1\\cdot 2""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.04;2628;2896
357;712;1;"[[""latex"",""2:2""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.13;3000;1083
358;709;1;"[[""latex"",""1\\cdot 3""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.03;2550;2908
359;712;1;"[[""latex"",""3:3""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.1;2850;1124
360;709;1;"[[""latex"",""1\\cdot 4""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.03;2550;2881
361;712;1;"[[""latex"",""4:4""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.09;2700;1094
362;709;1;"[[""latex"",""1\\cdot 5""],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.03;2500;2901
363;712;1;"[[""latex"",""5:5""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.1;2850;1120
364;709;1;"[[""latex"",""1\\cdot 6""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.03;2700;2937
365;712;1;"[[""latex"",""6:6""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.1;2900;1097
366;709;1;"[[""latex"",""1\\cdot 7""],[""input"",{""answer"":[""7""],""style"":""separate""}]]";;0.03;2800;2941
367;712;2;"[[""latex"",""7:7""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.12;3173;1309
368;709;1;"[[""latex"",""1\\cdot 8""],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.02;2781;2932
369;712;1;"[[""latex"",""8:8""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.09;2850;1066
370;709;1;"[[""latex"",""1\\cdot 9""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.03;2750;2900
371;712;2;"[[""latex"",""9:9""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.09;3061;1184
372;709;1;"[[""latex"",""2\\cdot 1""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.04;2800;2968
373;712;2;"[[""latex"",""2:1""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.19;3800;1189
374;709;1;"[[""latex"",""2\\cdot 2""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.04;3000;2916
375;712;1;"[[""latex"",""4:2""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.09;3500;1086
376;709;1;"[[""latex"",""2\\cdot 3""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.04;3600;2933
377;712;1;"[[""latex"",""6:3""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.09;3800;1061
378;709;1;"[[""latex"",""2\\cdot 4""],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.05;3750;2979
379;712;1;"[[""latex"",""8:4""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.08;3750;1125
380;709;1;"[[""latex"",""2\\cdot 5""],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.04;3800;2936
381;712;1;"[[""latex"",""10:5""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.1;3414;1098
382;709;1;"[[""latex"",""2\\cdot 6""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.05;3700;2930
383;712;1;"[[""latex"",""12:6""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.07;3749;1060
384;709;1;"[[""latex"",""2\\cdot 7""],[""input"",{""answer"":[""14""],""style"":""separate""}]]";;0.06;4100;2919
385;712;1;"[[""latex"",""14:7""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.06;3650;1089
386;709;1;"[[""latex"",""2\\cdot 8""],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.08;4627;2920
387;712;1;"[[""latex"",""16:8""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.08;4450;1071
388;709;1;"[[""latex"",""2\\cdot 9""],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.06;4650;2882
389;712;1;"[[""latex"",""18:9""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.07;4208;1072
390;709;1;"[[""latex"",""3\\cdot 1""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.03;2700;2975
391;712;1;"[[""latex"",""3:1""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.11;3650;1076
392;709;1;"[[""latex"",""3\\cdot 2""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.05;3600;2936
393;712;1;"[[""latex"",""6:2""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.11;4200;1097
394;709;1;"[[""latex"",""3\\cdot 3""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.06;3226;2910
395;712;1;"[[""latex"",""9:3""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.09;3900;1085
396;709;1;"[[""latex"",""3\\cdot 4""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.08;4725;2913
397;712;1;"[[""latex"",""12:4""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.1;4950;1060
398;709;1;"[[""latex"",""3\\cdot 5""],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.05;4150;2925
399;712;1;"[[""latex"",""15:5""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.06;3450;1078
400;709;2;"[[""latex"",""3\\cdot 6""],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.1;6450;3471
401;712;2;"[[""latex"",""18:6""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.14;5501;1147
402;709;2;"[[""latex"",""3\\cdot 7""],[""input"",{""answer"":[""21""],""style"":""separate""}]]";;0.08;5000;3190
403;712;1;"[[""latex"",""21:7""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.08;4350;1101
404;709;2;"[[""latex"",""3\\cdot 8""],[""input"",{""answer"":[""24""],""style"":""separate""}]]";;0.14;6850;3210
405;712;2;"[[""latex"",""24:8""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.15;6700;1174
406;709;2;"[[""latex"",""3\\cdot 9""],[""input"",{""answer"":[""27""],""style"":""separate""}]]";;0.12;6450;3177
407;712;1;"[[""latex"",""27:9""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.09;5650;1097
408;709;1;"[[""latex"",""4\\cdot 1""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.02;2600;2920
409;712;1;"[[""latex"",""4:1""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.1;3649;1107
410;709;1;"[[""latex"",""4\\cdot 2""],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.05;3700;2943
411;712;1;"[[""latex"",""8:2""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.09;4700;1104
412;709;1;"[[""latex"",""4\\cdot 3""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.08;4950;2894
413;712;1;"[[""latex"",""12:3""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.09;5300;1034
414;709;2;"[[""latex"",""4\\cdot 4""],[""input"",{""answer"":[""16""],""style"":""separate""}]]";;0.11;5400;3220
415;712;1;"[[""latex"",""16:4""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.09;5900;1099
416;709;1;"[[""latex"",""4\\cdot 5""],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.07;4750;2937
417;712;1;"[[""latex"",""20:5""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.06;3900;1048
418;709;2;"[[""latex"",""4\\cdot 6""],[""input"",{""answer"":[""24""],""style"":""separate""}]]";;0.12;6800;3252
419;712;2;"[[""latex"",""24:6""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.1;6100;1205
420;709;2;"[[""latex"",""4\\cdot 7""],[""input"",{""answer"":[""28""],""style"":""separate""}]]";;0.15;7650;3124
421;712;2;"[[""latex"",""28:7""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.12;6758;1216
422;709;2;"[[""latex"",""4\\cdot 8""],[""input"",{""answer"":[""32""],""style"":""separate""}]]";;0.18;7750;3169
423;712;2;"[[""latex"",""32:8""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.13;6750;1170
